Constant_feature	Degree	Clustering_coefficient	Pagerank	Aver_path_len
1.0	2.0	0.0	0.0016009240026038534	2.4444444444444446
1.0	3.0	0.6666666666666666	0.0022529808278743063	2.3333333333333335
1.0	2.0	0.0	0.0016009240026038534	2.4444444444444446
1.0	2.0	1.0	0.0015734748483946287	2.4444444444444446
1.0	4.0	0.0	0.0029904048435361917	1.7777777777777777
1.0	4.0	0.16666666666666666	0.0028933600065381105	1.5555555555555556
1.0	4.0	0.5	0.002873494881902148	1.7777777777777777
1.0	4.0	0.0	0.0029904048435361917	1.7777777777777777
1.0	4.0	0.16666666666666666	0.0028933600065381105	1.5555555555555556
1.0	5.0	0.4	0.0035831969889978557	1.6666666666666667
1.0	4.0	0.6666666666666666	0.0024120231215068906	2.1818181818181817
1.0	4.0	0.6666666666666666	0.0024120231215068906	2.1818181818181817
1.0	4.0	0.6666666666666666	0.002406424191280009	2.1818181818181817
1.0	2.0	0.0	0.001485257813350661	2.727272727272727
1.0	4.0	0.0	0.0027344253159759164	2.0
1.0	4.0	0.16666666666666666	0.002553736402474165	1.6363636363636365
1.0	6.0	0.4	0.003559648306927507	1.6363636363636365
1.0	4.0	0.6666666666666666	0.002406424191280009	2.1818181818181817
1.0	2.0	0.0	0.001485257813350661	2.727272727272727
1.0	4.0	0.0	0.0027344253159759164	2.0
1.0	4.0	0.16666666666666666	0.002553736402474165	1.6363636363636365
1.0	6.0	0.4	0.003559648306927507	1.6363636363636365
1.0	3.0	0.6666666666666666	0.0020922998535826496	4.517241379310345
1.0	6.0	0.13333333333333333	0.003891032903881395	3.4482758620689653
1.0	4.0	0.0	0.0027094963197942003	3.3793103448275863
1.0	3.0	0.0	0.0023405980477913236	4.0344827586206895
1.0	3.0	0.0	0.0023832389542484448	4.551724137931035
1.0	3.0	0.0	0.002423187598201816	5.172413793103448
1.0	3.0	0.3333333333333333	0.0024431704852893883	6.0
1.0	3.0	0.6666666666666666	0.0024398527203503134	6.724137931034483
1.0	4.0	0.0	0.0026846868587432826	3.8620689655172415
1.0	4.0	0.0	0.0026824440811383686	3.6206896551724137
1.0	3.0	0.0	0.0020633930165315185	3.4482758620689653
1.0	3.0	0.0	0.0023405980477913236	4.0344827586206895
1.0	3.0	0.0	0.002421978443714201	4.620689655172414
1.0	2.0	0.0	0.0017016370848357146	5.241379310344827
1.0	4.0	0.16666666666666666	0.003208693304089947	5.862068965517241
1.0	3.0	0.6666666666666666	0.0024398527203503134	6.724137931034483
1.0	5.0	0.3	0.0032976043254959327	3.8620689655172415
1.0	3.0	0.3333333333333333	0.0020501758529413022	4.137931034482759
1.0	4.0	0.5	0.0027630697977022146	4.413793103448276
1.0	4.0	0.16666666666666666	0.002953758921851658	5.068965517241379
1.0	2.0	0.0	0.0016170141248661213	5.9655172413793105
1.0	3.0	0.3333333333333333	0.002154035499269821	3.5172413793103448
1.0	4.0	0.3333333333333333	0.002870344169693651	3.6551724137931036
1.0	3.0	0.0	0.0020687525847791427	4.655172413793103
1.0	4.0	0.16666666666666666	0.0026536282951231823	4.068965517241379
1.0	5.0	0.2	0.003470472620264912	4.379310344827586
1.0	3.0	0.0	0.0023321055359233536	5.206896551724138
1.0	2.0	0.0	0.0016170141248661213	5.9655172413793105
1.0	4.0	0.16666666666666666	0.0027730952947704764	3.4482758620689653
1.0	4.0	0.3333333333333333	0.002870344169693651	3.6551724137931036
1.0	2.0	0.0	0.0015884803134629758	2.857142857142857
1.0	4.0	0.0	0.0029654186236779314	2.2142857142857144
1.0	3.0	0.3333333333333333	0.0022645838563715177	2.5
1.0	3.0	0.6666666666666666	0.0023016103865846327	3.142857142857143
1.0	2.0	0.0	0.0015884803134629758	2.857142857142857
1.0	4.0	0.0	0.0029654186236779314	2.2142857142857144
1.0	3.0	0.3333333333333333	0.0022645838563715177	2.5
1.0	3.0	0.6666666666666666	0.0023016103865846327	3.142857142857143
1.0	3.0	0.0	0.002217640024079817	2.642857142857143
1.0	5.0	0.2	0.0034484439155496238	1.8571428571428572
1.0	4.0	0.3333333333333333	0.002803482120509829	1.9285714285714286
1.0	5.0	0.2	0.0034484439155496238	1.8571428571428572
1.0	4.0	0.3333333333333333	0.002803482120509829	1.9285714285714286
1.0	3.0	0.6666666666666666	0.0021224097187039085	2.357142857142857
1.0	4.0	0.3333333333333333	0.0027946997036911335	2.2857142857142856
1.0	2.0	1.0	0.0013974569734390868	2.4444444444444446
1.0	3.0	1.0	0.0019361353076666986	2.3333333333333335
1.0	2.0	1.0	0.0013974569734390868	2.4444444444444446
1.0	3.0	1.0	0.0019361353076666986	2.3333333333333335
1.0	5.0	0.6	0.0030632506717008902	1.6666666666666667
1.0	5.0	0.6	0.0030490570470216687	1.4444444444444444
1.0	5.0	0.5	0.003180362626434283	1.6666666666666667
1.0	5.0	0.5	0.003180362626434283	1.6666666666666667
1.0	5.0	0.6	0.0030490570470216687	1.4444444444444444
1.0	5.0	0.6	0.0030632506717008902	1.6666666666666667
1.0	2.0	1.0	0.001371917687112316	3.7058823529411766
1.0	5.0	0.5	0.0030642879046396585	2.9411764705882355
1.0	4.0	0.16666666666666666	0.002496659719956529	2.4705882352941178
1.0	4.0	0.3333333333333333	0.002524270752770297	3.0
1.0	2.0	0.0	0.0016372059391383444	4.0588235294117645
1.0	4.0	0.0	0.003063530321385027	3.235294117647059
1.0	3.0	0.0	0.00224711429664071	2.7058823529411766
1.0	4.0	0.5	0.0027078675329722498	2.2941176470588234
1.0	4.0	0.8333333333333334	0.0024324560818117227	3.0
1.0	6.0	0.4	0.0035879354143021716	2.3529411764705883
1.0	4.0	0.5	0.00259947911386412	2.235294117647059
1.0	2.0	0.0	0.0016372059391383444	4.0588235294117645
1.0	4.0	0.0	0.003063530321385027	3.235294117647059
1.0	3.0	0.0	0.00224711429664071	2.7058823529411766
1.0	4.0	0.5	0.0027078675329722498	2.2941176470588234
1.0	4.0	0.5	0.0026187595479522548	2.3529411764705883
1.0	4.0	0.6666666666666666	0.0024408732499237246	3.0
1.0	5.0	0.6	0.0030064698019399956	2.9411764705882355
1.0	3.0	0.6666666666666666	0.001972477284758815	3.0
1.0	4.0	0.16666666666666666	0.0026471330217464357	2.6666666666666665
1.0	3.0	0.0	0.0021057315233565205	2.9523809523809526
1.0	3.0	0.6666666666666666	0.002227364798246498	4.809523809523809
1.0	4.0	0.6666666666666666	0.0025412666363539243	2.7142857142857144
1.0	4.0	0.16666666666666666	0.0026678489790254696	2.6666666666666665
1.0	3.0	0.0	0.0021057315233565205	2.9523809523809526
1.0	3.0	0.6666666666666666	0.002227364798246498	4.809523809523809
1.0	2.0	0.0	0.0016112442865147424	4.809523809523809
1.0	4.0	0.0	0.0030072529175074183	3.9523809523809526
1.0	3.0	0.0	0.002197393679478887	3.380952380952381
1.0	4.0	0.5	0.002602687551261435	2.857142857142857
1.0	4.0	0.16666666666666666	0.0029035000598561095	4.0
1.0	3.0	0.0	0.0021908135111149483	3.4285714285714284
1.0	6.0	0.4666666666666667	0.0037314449528083	2.5714285714285716
1.0	2.0	0.0	0.0016112442865147424	4.809523809523809
1.0	4.0	0.0	0.0030072529175074183	3.9523809523809526
1.0	3.0	0.0	0.0021846516863730553	3.3333333333333335
1.0	5.0	0.5	0.0031833849715218365	2.8095238095238093
1.0	4.0	0.16666666666666666	0.0029035000598561095	4.0
1.0	3.0	0.0	0.0021908135111149483	3.4285714285714284
1.0	6.0	0.4666666666666667	0.003735452599034905	2.5714285714285716
1.0	2.0	0.0	0.001495440354960866	2.909090909090909
1.0	3.0	0.6666666666666666	0.002156171487303405	2.727272727272727
1.0	3.0	0.6666666666666666	0.0020951410124244963	2.272727272727273
1.0	2.0	1.0	0.0015112115396834832	2.8181818181818183
1.0	4.0	0.16666666666666666	0.0027618457888528227	2.1818181818181817
1.0	4.0	0.0	0.0027033137714023775	1.8181818181818181
1.0	4.0	0.16666666666666666	0.002684028033588817	1.7272727272727273
1.0	4.0	0.5	0.0027190849561249952	2.090909090909091
1.0	4.0	0.16666666666666666	0.0027618457888528227	2.1818181818181817
1.0	5.0	0.2	0.0033318336957973947	1.7272727272727273
1.0	4.0	0.16666666666666666	0.002684028033588817	1.7272727272727273
1.0	5.0	0.4	0.003399085840450007	2.0
1.0	3.0	0.3333333333333333	0.001989504325380399	4.228571428571429
1.0	4.0	0.16666666666666666	0.0026035510962880014	4.085714285714285
1.0	3.0	0.3333333333333333	0.0020043452988208095	4.314285714285714
1.0	3.0	1.0	0.001979542917662517	7.828571428571428
1.0	4.0	0.3333333333333333	0.0025171780402018736	4.9714285714285715
1.0	4.0	0.3333333333333333	0.002547660954963369	4.485714285714286
1.0	4.0	0.3333333333333333	0.0025687523317406706	4.514285714285714
1.0	3.0	0.6666666666666666	0.0020132990862432396	4.771428571428571
1.0	4.0	0.5	0.0026078922778948236	4.142857142857143
1.0	4.0	0.5	0.0026155616446073933	4.257142857142857
1.0	3.0	0.3333333333333333	0.0020278047347054916	4.571428571428571
1.0	4.0	0.5	0.002618848962879351	4.4
1.0	3.0	0.6666666666666666	0.002004745644137795	4.514285714285714
1.0	5.0	0.3	0.003183197754388305	4.0
1.0	4.0	0.5	0.0026332072606200688	4.628571428571429
1.0	5.0	0.4	0.003204293722735496	4.2
1.0	4.0	0.5	0.002577321595597981	4.142857142857143
1.0	3.0	0.3333333333333333	0.002030856234574141	5.0285714285714285
1.0	4.0	0.6666666666666666	0.002562643941447872	6.2
1.0	4.0	0.6666666666666666	0.0025999683591478077	5.571428571428571
1.0	3.0	1.0	0.001979542917662517	7.828571428571428
1.0	4.0	0.8333333333333334	0.0025855237909987406	7.8
1.0	4.0	0.6666666666666666	0.002562643941447872	6.2
1.0	6.0	0.4	0.0037569185811293627	6.914285714285715
1.0	4.0	0.6666666666666666	0.0025999683591478077	5.571428571428571
1.0	4.0	0.8333333333333334	0.0025855237909987406	7.8
1.0	3.0	1.0	0.0021195474649428536	6.9714285714285715
1.0	3.0	1.0	0.0021195474649428536	6.9714285714285715
1.0	3.0	1.0	0.0021195474649428536	6.9714285714285715
1.0	4.0	0.16666666666666666	0.0025769412045527577	4.4
1.0	5.0	0.4	0.0033069613155637763	6.057142857142857
1.0	3.0	0.6666666666666666	0.0019606053651127137	6.057142857142857
1.0	4.0	0.6666666666666666	0.0024856696668158623	5.371428571428571
1.0	5.0	0.3	0.0030776361877120862	4.685714285714286
1.0	5.0	0.5	0.0031034152437953858	5.285714285714286
1.0	5.0	0.5	0.0030789219652873137	5.3428571428571425
1.0	3.0	0.3333333333333333	0.002198089953551368	4.517241379310345
1.0	6.0	0.13333333333333333	0.003969826147124828	3.4482758620689653
1.0	4.0	0.0	0.0027388872962136805	3.3793103448275863
1.0	3.0	0.0	0.002345502710313724	4.0344827586206895
1.0	3.0	0.0	0.002386523163701262	4.551724137931035
1.0	3.0	0.0	0.002424878270635078	5.172413793103448
1.0	3.0	0.3333333333333333	0.002444162023820436	6.0
1.0	3.0	0.6666666666666666	0.0024407828739712555	6.724137931034483
1.0	4.0	0.0	0.0027591046577622362	3.896551724137931
1.0	4.0	0.0	0.0027269028000518726	3.6206896551724137
1.0	3.0	0.0	0.0020891692588586746	3.4482758620689653
1.0	3.0	0.0	0.002345502710313724	4.0344827586206895
1.0	3.0	0.0	0.002425390937215173	4.620689655172414
1.0	2.0	0.0	0.001703066509086328	5.241379310344827
1.0	4.0	0.16666666666666666	0.0032102832967422974	5.862068965517241
1.0	3.0	0.6666666666666666	0.0024407828739712555	6.724137931034483
1.0	5.0	0.3	0.003412441816133764	3.8620689655172415
1.0	3.0	0.3333333333333333	0.0020951608985960136	4.137931034482759
1.0	3.0	0.3333333333333333	0.002223315247305226	4.517241379310345
1.0	4.0	0.0	0.0030917181667280587	5.068965517241379
1.0	2.0	0.0	0.0016779630846455972	5.9655172413793105
1.0	3.0	0.3333333333333333	0.002166486808076375	3.5172413793103448
1.0	4.0	0.3333333333333333	0.0028826292926609916	3.6551724137931036
1.0	3.0	0.0	0.002112133579812292	4.655172413793103
1.0	4.0	0.16666666666666666	0.002708339467709707	4.068965517241379
1.0	4.0	0.0	0.0029591605988289467	4.413793103448276
1.0	3.0	0.0	0.0024252761382758336	5.241379310344827
1.0	2.0	0.0	0.0016779630846455972	5.9655172413793105
1.0	4.0	0.16666666666666666	0.002793502798163146	3.4482758620689653
1.0	4.0	0.3333333333333333	0.0028826292926609916	3.6551724137931036
1.0	3.0	0.6666666666666666	0.0020922998535826496	4.517241379310345
1.0	6.0	0.13333333333333333	0.003891032903881395	3.4482758620689653
1.0	4.0	0.0	0.0027094963197942003	3.3793103448275863
1.0	3.0	0.0	0.0023405980477913236	4.0344827586206895
1.0	3.0	0.0	0.0023832389542484448	4.551724137931035
1.0	3.0	0.0	0.002423187598201816	5.172413793103448
1.0	3.0	0.3333333333333333	0.0024431704852893883	6.0
